"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Aaron Bummer","CHW","3","3","3.30","0","62","3","62.0","54","23","6","68","26","1.29","9.91","3.80","3.58","0.8","0.9","546.9","16258"
"Kyle Wright","","5","5","4.55","13","28","0","86.0","86","44","11","82","38","1.44","8.52","3.94","4.48","0.8","0.8","566.7","19665"
"Chad Green","NYY","3","3","3.81","0","64","1","64.0","54","27","10","80","20","1.15","11.20","2.86","3.89","0.8","0.7","514.1","15552"
"Will Smith","ATL","4","3","3.63","0","64","14","64.0","54","26","8","80","24","1.22","11.27","3.31","3.63","0.7","0.8","161.9","8048"
"Cole Hamels","","5","6","4.83","16","16","0","93.0","97","50","14","79","36","1.43","7.69","3.50","4.88","0.7","0.9","598.2","4972"
"Tanner Scott","BAL","3","3","3.58","0","65","8","65.0","53","26","7","77","33","1.33","10.71","4.59","3.94","0.7","1.0","387.6","17586"
"Braxton Garrett","","4","5","4.28","13","13","0","73.0","72","35","9","65","34","1.45","8.02","4.15","4.46","0.7","0.8","599.8","21844"
"Joey Lucchesi","PIT","5","5","4.33","13","18","0","76.0","73","37","12","75","28","1.34","8.86","3.37","4.52","0.7","0.8","571.9","19320"
"Jordan Lyles","TEX","6","11","5.47","21","44","0","138.0","152","84","27","111","53","1.49","7.28","3.47","5.43","0.7","0.9","599.0","7593"
"Emmanuel Clase","CLE","3","3","3.59","0","60","6","60.0","53","24","7","68","23","1.26","10.18","3.43","3.65","0.7","0.8","489.4","21032"
"Seth Lugo","NYM","3","2","3.47","2","48","0","55.0","48","21","7","63","15","1.15","10.35","2.52","3.53","0.7","0.7","569.1","12447"
"Ryan Pressly","HOU","3","3","3.48","0","63","30","63.0","54","24","8","72","21","1.19","10.30","3.01","3.59","0.7","0.8","95.0","7005"
"Jeff Hoffman","CIN","5","5","4.56","6","60","0","90.0","86","46","15","97","36","1.35","9.74","3.58","4.56","0.7","0.6","599.1","17432"
"Drew Pomeranz","SDP","3","2","3.48","0","56","17","56.0","46","22","7","70","23","1.23","11.25","3.76","3.66","0.7","0.6","240.8","11426"
"Matt Barnes","BOS","3","3","3.82","0","65","25","65.0","54","28","7","83","32","1.33","11.50","4.42","3.74","0.7","0.8","209.7","12863"
"Nick Pivetta","BOS","6","7","5.21","18","30","0","111.0","118","64","20","99","44","1.46","8.00","3.56","5.06","0.7","0.8","555.8","15454"
"Tyler Matzek","ATL","3","2","3.49","0","58","1","58.0","48","23","7","75","25","1.25","11.67","3.81","3.49","0.7","0.8","595.4","10058"
"Bruce Zimmermann","BAL","6","9","5.19","21","21","0","119.0","124","68","22","94","54","1.50","7.10","4.09","5.52","0.7","0.9","999.0","20370"
"Daulton Jefferies","","3","4","4.25","6","30","0","60.0","58","28","9","57","19","1.26","8.46","2.76","4.41","0.7","0.5","522.1","19345"
"Alex Reyes","STL","3","3","3.67","0","62","14","62.0","49","25","7","78","33","1.32","11.34","4.81","3.91","0.6","0.7","397.5","15015"
"Blake Treinen","LAD","4","3","3.56","0","67","6","67.0","60","26","7","71","26","1.28","9.57","3.48","3.71","0.6","0.7","490.5","12572"
"Jimmy Nelson","LAD","4","3","3.92","3","51","0","66.0","60","29","8","70","25","1.28","9.51","3.33","4.01","0.6","0.6","597.4","10547"
"Logan Gilbert","SEA","3","5","4.62","11","11","0","65.0","62","33","11","62","24","1.33","8.63","3.30","4.84","0.6","0.8","500.1","sa3008598"
"Lucas Sims","CIN","3","3","4.02","0","63","7","63.0","52","28","10","82","27","1.26","11.67","3.87","4.06","0.6","0.6","437.4","13470"
"Amir Garrett","CIN","3","3","3.99","0","63","20","63.0","54","28","9","79","30","1.33","11.27","4.26","4.09","0.6","0.6","201.0","14375"
"Justin Dunn","SEA","5","9","5.28","21","21","0","112.0","112","66","21","101","54","1.48","8.08","4.31","5.44","0.6","0.4","582.8","19268"
"Keone Kela","SDP","3","2","3.52","0","58","1","58.0","46","23","7","73","23","1.20","11.31","3.61","3.62","0.6","0.6","582.1","14696"
"Brad Hand","WSN","3","3","3.89","0","64","21","64.0","56","28","9","77","24","1.24","10.82","3.33","3.94","0.6","0.6","105.0","9111"
"Diego Castillo","TBR","3","3","3.50","0","65","10","65.0","54","25","7","74","27","1.25","10.31","3.76","3.75","0.6","0.8","266.5","17496"
"Andrew Chafin","CHC","3","3","3.73","0","62","0","62.0","55","26","7","69","27","1.33","10.02","3.96","3.86","0.6","0.7","999.0","12988"
"Paul Fry","BAL","3","3","3.83","0","58","1","58.0","52","25","7","60","27","1.36","9.37","4.12","4.16","0.6","0.7","999.0","15832"
"Taylor Widener","ARI","5","6","4.51","10","48","0","93.0","88","47","15","99","38","1.34","9.57","3.65","4.53","0.6","0.8","599.8","19266"
"Jonathan Loaisiga","NYY","3","3","3.89","0","64","0","64.0","56","28","9","73","24","1.26","10.30","3.41","4.01","0.6","0.6","593.1","19753"
"Luis Patino","","4","5","4.63","11","27","0","80.0","72","41","13","82","40","1.41","9.24","4.56","4.91","0.6","0.6","560.8","22815"
"Daniel Bard","COL","3","3","4.49","0","63","23","63.0","62","31","9","72","25","1.38","10.27","3.61","4.12","0.6","0.6","250.4","7115"
"Raisel Iglesias","LAA","3","3","3.82","0","64","29","64.0","55","27","10","75","23","1.21","10.57","3.20","4.01","0.6","0.7","78.9","17130"
"Chris Martin","ATL","3","3","3.86","0","65","15","65.0","62","28","9","68","16","1.21","9.44","2.28","3.74","0.6","0.6","335.7","11847"
"Chase Anderson","PHI","6","7","5.06","16","34","0","103.0","105","58","21","97","36","1.37","8.44","3.12","5.16","0.6","0.4","596.3","6895"
"Brusdar Graterol","LAD","3","2","3.47","0","52","2","52.0","46","20","6","57","18","1.23","9.94","3.18","3.61","0.6","0.6","549.8","20367"
"Erick Fedde","WSN","5","5","4.83","11","32","0","83.0","91","45","12","65","33","1.49","7.09","3.52","4.78","0.5","0.5","600.8","17425"
"Jose De Leon","CIN","3","4","4.32","2","62","0","69.0","59","33","10","86","37","1.39","11.24","4.84","4.40","0.5","0.4","594.3","15463"
"Jake Diekman","OAK","4","3","3.46","0","67","4","67.0","53","26","7","82","35","1.31","11.03","4.71","3.85","0.5","0.9","462.9","5003"
"Tanner Houck","BOS","5","6","5.26","16","16","0","92.0","97","54","14","79","47","1.55","7.68","4.54","5.18","0.5","0.6","548.4","19879"
"Daniel Ponce de Leon","STL","5","6","4.44","13","37","0","93.0","82","46","15","103","46","1.37","9.93","4.43","4.71","0.5","0.8","552.4","16110"
"Jake McGee","SFG","3","3","3.67","0","63","14","63.0","56","26","8","72","21","1.22","10.27","3.02","3.71","0.5","0.6","267.0","7550"
"Homer Bailey","","3","4","4.91","11","11","0","62.0","67","34","11","50","22","1.41","7.22","3.10","4.96","0.5","0.4","599.8","8362"
"Jose Urena","DET","5","9","5.23","16","48","0","123.0","136","71","22","91","44","1.46","6.65","3.22","5.30","0.5","0.5","596.4","11589"
"Rafael Montero","SEA","3","3","4.01","0","63","24","63.0","56","28","9","70","24","1.26","10.05","3.39","4.17","0.5","0.5","174.4","12760"
"Giovanny Gallegos","STL","3","3","3.72","0","63","5","63.0","54","26","9","73","21","1.20","10.49","3.02","3.82","0.5","0.6","270.0","14986"
"Matt Wisler","SFG","3","3","3.95","0","62","4","62.0","57","27","8","66","20","1.24","9.64","2.93","3.91","0.5","0.4","593.9","12804"
"Mychal Givens","COL","3","3","4.72","0","65","2","65.0","63","34","10","74","27","1.39","10.23","3.77","4.43","0.5","0.5","590.6","10430"
"Mike Fiers","OAK","7","11","5.34","26","26","0","146.0","161","86","29","101","46","1.42","6.22","2.82","5.52","0.5","0.3","585.8","7754"
"Brett Martin","TEX","2","2","4.03","0","48","0","48.0","46","22","6","47","19","1.36","8.72","3.56","4.22","0.5","0.6","999.0","17369"
"Austin Voth","WSN","3","3","4.48","5","39","0","60.0","59","30","10","61","19","1.30","9.05","2.86","4.50","0.5","0.5","599.0","15047"
"Scott Barlow","KCR","3","3","3.97","0","65","1","65.0","57","29","8","73","28","1.31","10.15","3.86","4.00","0.5","0.7","570.6","14993"
"Corey Knebel","LAD","3","3","3.87","0","59","1","59.0","49","25","8","71","27","1.29","10.89","4.05","4.03","0.5","0.5","577.2","15010"
"Matthew Manning","DET","2","3","4.82","8","8","0","46.0","46","25","7","41","20","1.44","8.00","3.87","4.92","0.5","0.5","999.0","sa917924"
"Kevin Ginkel","ARI","3","3","4.03","0","60","2","60.0","52","27","8","72","26","1.30","10.82","3.97","3.99","0.5","0.5","598.2","19876"
"Julian Merryweather","TOR","3","2","4.08","0","53","0","53.0","48","24","7","58","23","1.33","9.92","3.84","4.16","0.5","0.4","597.6","16703"
"Josh James","HOU","2","2","3.70","0","45","0","45.0","35","19","6","59","22","1.26","11.88","4.40","3.89","0.5","0.5","600.5","16794"
"Kolby Allard","TEX","3","4","4.67","6","24","0","53.0","53","27","8","47","22","1.42","8.10","3.74","4.83","0.5","0.7","600.6","18694"
"Joakim Soria","ARI","3","3","4.07","0","62","19","62.0","58","28","8","66","23","1.30","9.64","3.34","4.06","0.5","0.5","281.9","6941"
"Josh Staumont","KCR","3","3","4.09","0","63","10","63.0","52","29","8","77","36","1.40","11.03","5.13","4.22","0.5","0.6","535.7","18335"
"Tim Hill","SDP","3","2","3.53","0","53","0","53.0","49","21","5","53","19","1.28","8.99","3.28","3.77","0.5","0.6","999.0","16814"
"Dylan Floro","MIA","3","3","3.88","0","64","3","64.0","63","28","7","57","23","1.34","8.08","3.21","3.98","0.5","0.4","599.0","13394"
"A.J. Minter","ATL","3","3","3.85","0","60","3","60.0","53","26","8","69","26","1.31","10.39","3.87","3.93","0.5","0.6","572.5","18655"
"Victor Gonzalez","LAD","3","3","3.63","0","62","0","62.0","56","25","7","64","23","1.28","9.35","3.40","3.91","0.5","0.6","596.6","16408"
"Miguel Castro","NYM","3","3","3.67","0","62","0","62.0","52","25","7","72","30","1.32","10.50","4.36","3.89","0.4","0.5","999.0","15684"
"Trevor Rosenthal","OAK","3","3","3.68","0","62","26","62.0","48","25","7","79","34","1.32","11.45","4.95","3.94","0.4","0.7","102.7","10745"
"Kenley Jansen","LAD","3","3","4.09","0","63","29","63.0","56","29","10","71","20","1.20","10.16","2.87","4.16","0.4","0.3","106.3","3096"
"Emilio Pagan","SDP","3","3","3.99","0","63","11","63.0","55","28","10","72","21","1.21","10.26","3.05","4.10","0.4","0.4","324.0","14771"
"David Robertson","","2","2","3.70","0","38","0","38.0","32","16","5","47","16","1.26","11.05","3.76","3.72","0.4","0.4","600.9","8241"
"Tyler Duffey","MIN","3","3","4.01","0","62","2","62.0","57","28","9","66","21","1.27","9.59","3.09","4.10","0.4","0.6","580.5","13758"
"Pierce Johnson","SDP","3","3","3.78","0","57","0","57.0","48","24","7","68","26","1.29","10.69","4.04","3.96","0.4","0.5","600.2","13435"
"Anthony Misiewicz","SEA","3","3","3.95","0","62","2","62.0","57","27","9","63","20","1.25","9.08","2.97","4.25","0.4","0.5","600.8","18152"
"Andrew Kittredge","TBR","2","2","3.64","0","46","2","46.0","41","19","6","48","15","1.23","9.43","3.02","3.88","0.4","0.5","999.0","12828"
"Matt Harvey","BAL","5","8","5.38","18","26","0","103.0","113","62","21","77","38","1.46","6.76","3.34","5.56","0.4","0.4","597.8","11713"
"Anthony Bass","MIA","3","3","3.88","0","63","22","63.0","61","27","7","58","24","1.35","8.30","3.39","4.00","0.4","0.3","235.2","7982"
"Dellin Betances","NYM","3","3","3.76","0","58","2","58.0","47","24","6","69","30","1.32","10.70","4.58","3.96","0.4","0.5","600.0","6216"
"Miguel Yajure","","3","4","4.63","8","18","0","56.0","59","29","8","46","21","1.43","7.30","3.39","4.62","0.4","0.4","600.3","21111"
"John Gant","STL","5","5","4.43","10","45","0","90.0","88","44","12","80","42","1.45","7.99","4.25","4.69","0.4","0.6","579.9","13684"
"Aaron Loup","NYM","3","2","3.59","0","52","0","52.0","46","21","6","56","20","1.27","9.77","3.45","3.88","0.4","0.5","600.9","10343"
"Hector Neris","PHI","3","3","4.05","0","65","19","65.0","57","29","10","77","26","1.28","10.62","3.63","4.16","0.4","0.5","268.6","11804"
"Joely Rodriguez","TEX","3","3","4.06","0","58","9","58.0","54","26","7","59","26","1.39","9.16","4.05","4.26","0.4","0.7","586.9","11487"
"Mark Melancon","SDP","3","3","3.80","0","62","5","62.0","62","26","6","54","21","1.34","7.81","3.08","3.95","0.4","0.5","258.3","4264"
"Tyler Beede","SFG","3","3","4.58","8","8","0","45.0","44","23","6","45","21","1.43","8.94","4.13","4.53","0.4","0.4","600.9","16981"
"Archie Bradley","PHI","3","3","4.22","0","67","8","67.0","64","31","9","69","27","1.35","9.32","3.56","4.31","0.4","0.3","263.1","12918"
"Felix Pena","LAA","3","3","4.04","0","58","1","58.0","53","26","9","62","20","1.26","9.64","3.10","4.17","0.4","0.5","601.0","13403"
"Sam Selman","","3","2","3.71","0","50","0","50.0","42","21","6","60","24","1.31","10.84","4.28","3.86","0.4","0.5","999.0","13397"
"Tanner Rainey","WSN","3","3","3.97","0","62","9","62.0","50","27","8","82","37","1.40","11.95","5.41","4.12","0.4","0.6","498.2","17610"
"Jesse Hahn","KCR","3","3","4.12","0","56","8","56.0","53","26","7","55","23","1.35","8.83","3.65","4.17","0.4","0.5","598.6","13287"
"Nick Neidert","","4","5","4.62","11","21","0","75.0","76","38","11","62","29","1.39","7.49","3.44","4.76","0.4","0.5","600.9","18699"
"Eric Lauer","","3","4","4.60","10","18","0","61.0","60","31","10","58","24","1.38","8.55","3.52","4.81","0.4","0.6","600.8","19316"
"Anibal Sanchez","","5","7","5.32","18","18","0","102.0","111","61","20","83","35","1.43","7.29","3.08","5.28","0.4","0.4","600.8","3284"
"Luke Jackson","ATL","3","2","4.01","0","50","0","50.0","48","22","6","50","21","1.38","9.09","3.79","4.03","0.4","0.4","600.5","11752"
"Austin Adams","SDP","2","1","3.34","0","34","0","34.0","26","13","3","44","16","1.25","11.62","4.24","3.52","0.4","0.4","600.3","13801"
"Kyle McGowin","","2","2","4.11","2","32","0","39.0","37","18","6","42","13","1.27","9.57","2.97","4.10","0.4","0.4","999.0","15071"
"Codi Heuer","CHW","3","3","4.01","0","58","0","58.0","54","26","7","59","24","1.35","9.12","3.66","4.19","0.4","0.4","598.9","23293"
"Reynaldo Lopez","","4","6","4.95","10","44","0","87.0","88","48","17","80","30","1.36","8.29","3.11","5.11","0.4","0.3","599.1","16400"
"Andres Munoz","SEA","2","1","3.43","0","30","6","30.0","23","11","3","40","15","1.26","12.12","4.57","3.65","0.4","0.5","599.3","20373"
"Kyle Finnegan","WSN","3","3","4.08","0","58","0","58.0","54","26","7","63","26","1.38","9.75","4.09","4.12","0.4","0.5","999.0","15009"
"David Bednar","PIT","3","3","4.18","0","58","4","58.0","53","27","7","61","26","1.37","9.53","4.00","4.23","0.4","0.3","592.2","19569"
"Matt Strahm","SDP","2","2","3.90","0","44","0","44.0","40","19","6","45","14","1.22","9.29","2.79","4.10","0.4","0.4","600.9","13799"
"Zack Britton","NYY","2","1","3.48","0","35","2","35.0","32","14","3","34","17","1.41","8.77","4.43","3.89","0.4","0.5","532.2","3240"
"Lewis Thorpe","","3","4","4.56","5","43","0","65.0","64","33","11","61","24","1.36","8.37","3.34","4.75","0.4","0.5","999.0","15906"
"Richard Rodriguez","PIT","3","3","4.10","0","65","21","65.0","60","30","9","71","23","1.27","9.84","3.13","4.07","0.4","0.4","197.4","13549"
"Reyes Moronta","SFG","3","3","3.87","0","58","11","58.0","48","25","7","70","29","1.34","10.92","4.55","3.91","0.4","0.4","566.6","14966"
"Collin McHugh","TBR","3","4","4.12","2","62","1","69.0","62","32","10","74","27","1.28","9.62","3.50","4.33","0.4","0.5","598.9","7531"
"Edward Cabrera","MIA","3","3","4.26","5","30","0","53.0","50","25","6","51","24","1.40","8.64","4.09","4.41","0.4","0.4","999.0","sa920423"
"Yimi Garcia","MIA","3","3","4.18","0","63","7","63.0","59","29","10","65","21","1.26","9.31","2.99","4.27","0.4","0.2","446.7","12095"
"Jordan Romano","TOR","3","3","4.15","0","60","18","60.0","54","28","9","65","23","1.29","9.72","3.49","4.30","0.4","0.4","279.4","16122"
"Tyler Chatwood","TOR","4","4","4.43","3","68","4","82.0","79","41","10","82","43","1.48","8.92","4.72","4.58","0.4","0.4","598.8","4338"
"Sean Hjelle","SFG","2","2","4.27","5","5","0","28.0","29","13","3","22","10","1.41","7.15","3.24","4.23","0.4","0.4","999.0","sa3007989"
"Brent Suter","MIL","3","3","3.92","0","64","1","64.0","62","28","10","62","17","1.23","8.78","2.40","4.11","0.3","0.6","573.3","13942"
"JoJo Romero","","2","2","3.98","0","40","0","40.0","37","18","5","41","16","1.34","9.12","3.66","4.24","0.3","0.3","999.0","19574"
"Richard Bleier","MIA","3","3","3.74","0","59","1","59.0","63","25","5","41","17","1.34","6.26","2.56","3.95","0.3","0.4","999.0","7803"
"Brandon Workman","CHC","3","3","4.07","0","61","2","61.0","55","28","7","69","30","1.40","10.18","4.48","4.10","0.3","0.4","567.3","11428"
"Trent Thornton","TOR","4","4","4.88","8","36","0","71.0","72","38","13","65","26","1.39","8.26","3.33","4.92","0.3","0.4","600.9","17948"
"Alex Young","ARI","2","3","4.19","3","33","0","48.0","47","22","7","46","16","1.33","8.73","3.09","4.25","0.3","0.5","600.7","18333"
"J.B. Wendelken","OAK","3","3","4.09","0","59","0","59.0","53","27","8","61","24","1.32","9.26","3.72","4.30","0.3","0.3","586.6","14506"
"Cionel Perez","CIN","2","1","3.89","0","32","0","32.0","29","14","4","37","15","1.37","10.41","4.26","4.02","0.3","0.3","601.0","19614"
"Justin Wilson","NYY","3","2","4.19","0","50","0","50.0","44","23","7","57","25","1.38","10.21","4.52","4.45","0.3","0.4","600.9","4301"
"Sam Howard","PIT","2","3","4.12","0","51","0","51.0","47","23","7","54","22","1.35","9.46","3.89","4.28","0.3","0.3","999.0","16265"
"Rogelio Armenteros","","2","2","4.93","6","6","0","37.0","37","20","6","35","15","1.42","8.51","3.70","4.93","0.3","0.4","999.0","17679"
"Jose Cisnero","DET","3","3","4.36","0","56","1","56.0","51","27","8","59","25","1.36","9.53","3.94","4.49","0.3","0.4","596.9","6399"
"Nick Anderson","TBR","1","1","3.49","0","24","0","24.0","19","9","3","31","8","1.12","11.53","3.04","3.62","0.3","0.3","286.4","18337"
"Michael King","NYY","3","3","4.52","3","33","0","48.0","48","24","8","43","15","1.33","8.07","2.90","4.68","0.3","0.3","600.9","19853"
"Rowan Wick","CHC","3","2","4.12","0","50","4","50.0","46","23","6","52","23","1.37","9.44","4.06","4.16","0.3","0.3","578.2","14646"
"Wil Crowe","PIT","4","6","5.17","13","23","0","81.0","87","47","13","64","36","1.52","7.04","3.96","5.17","0.3","0.2","999.0","19800"
"Carlos Estevez","COL","3","3","4.91","0","55","2","55.0","56","30","9","59","22","1.41","9.73","3.52","4.54","0.3","0.3","999.0","14542"
"Ranger Suarez","PHI","2","2","4.31","2","35","0","42.0","43","20","6","35","15","1.39","7.54","3.28","4.58","0.3","0.2","999.0","17277"
"Stefan Crichton","ARI","3","3","4.19","0","63","11","63.0","63","29","7","58","24","1.38","8.28","3.42","4.19","0.3","0.3","339.7","16058"
"David Phelps","TOR","3","3","4.28","0","64","2","64.0","60","30","9","69","27","1.36","9.75","3.81","4.36","0.3","0.3","600.3","6316"
